party,first_name,last_name,elected_appointed,birth_year_x,gender,race_ethnicity,religion,lgbtq,pre_election_incumbent,period,military_service,is_vet,district,state,birthday,type,senate_class,twitter,twitter_id,govtrack_id,birth_year_y,age,ideology,christian,since_first_elected,ideology_cluster,2014_2018_acs_citizen_adult_population_white,2014_2018_acs_citizen_adult_population_black,2014_2018_acs_citizen_adult_population_latino,2014_2018_acs_citizen_adult_population_asian_and_pacific_islander,2014_2018_acs_citizen_adult_population_native,2014_2018_acs_citizen_adult_population_other,2010_census_adult_population_by_race_white,2010_census_adult_population_by_race_black,2010_census_adult_population_by_race_latino,2010_census_adult_population_by_race_asian_and_pacific_islander,2010_census_adult_population_by_race_native,2010_census_adult_population_by_race_other,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_high_school_or_greater,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_hs_rank,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_bachelor's_degree_or_higher,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_ba_rank_(bachelor's_degree_share),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_(bachelor's_degree_or_higher_among_whites_only),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_rank_(bachelor's_degree_share),median_income,income_rank,white_income,white_rank,non_college_white_share,is_border,population_white_percentage,avgmaxaddown (cd),avgmaxadup (cd),providercount (cd),percentage_adv_tech (cd),avgmaxaddown (state),avgmaxadup (state),providercount (state),percentage_adv_tech (state),cd_urban_pop_ratio,total_district_population,(cd) perc_estimate_households_income_$20000_less_with_internet,"(cd) perc_estimate_households_income_$75,000_more_with_internet","(cd) perc_estimate_households_income_$75,000_more_without_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_with_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_without_internet",(cd) perc_estimate_households_with_internet,(cd) perc_estimate_households_with_internet_broadband_any,(cd) perc_estimate_households_without_internet,(cd) perc_households_income_$20000_less_without_internet,(state) perc_estimate_households_income_$20000_less_with_internet,"(state) perc_estimate_households_income_$75,000_more_with_internet","(state) perc_estimate_households_income_$75,000_more_without_internet","(state) perc_estimate_households_income_between_$20000_$74,999_with_internet","(state) perc_estimate_households_income_between_$20000_$74,999_without_internet",(state) perc_estimate_households_with_internet,(state) perc_estimate_households_with_internet_broadband_any,(state) perc_estimate_households_without_internet,(state) perc_households_income_$20000_less_without_internet,state_urban_pop_ratio,total_state_population,state_code,current_dollar_gdp_2021,current_dollar_gdp_2022,real_gdp_2021,real_gdp_2022,2022_nominal_gdp_per_capita,2022_real_gdp_per_capita,2021_nominal_gdp_per_capita,2021_real_gdp_per_capita
R,Doug,Collins,2012-01-01,1966,M,White,Christian,No,Won,116,AF Reserve,Yes,9,GA,1966-08-16,rep,,,,412531,1966.0,57.0,0.660240861215974,Yes,11,Right Centrist,86.0,6.8,4.8,1.0,0.2,1.2,82.6,6.3,9.0,1.1,0.2,0.8,82.2,376,22.8,339,25.3,351,53505,281,56477,330,64.2,no,86.0,116.06867821745756,34.73441477924503,5.0,0.1774391667597226,143.2213801780875,27.768804447740035,5.0,0.2319502797542406,0.3941562974223591,749251.0,8.350410602366386,40.328033147353146,2.0877896279897685,37.30909607646628,6.479140801459919,86.18424004906286,85.98753982618581,13.815759950937132,5.248829521487443,9.11602885375382,41.601879040620666,1.9951423114351283,35.50977032661097,6.731169893758331,86.35873337713849,86.22767822098545,13.641266622861506,4.914954417668048,0.7419085620815395,10712034.0,GA,691627000000.0,755698000000.0,575292000000.0,591257000000.0,70547.0,55196.0,64565.0,53705.0
R,Jody,Hice,2014-01-01,1960,M,White,Christian,No,Won,116,no,No,10,GA,1960-04-22,rep,,,,412623,1960.0,63.0,0.8796195374240553,Yes,9,Far Right,68.8,24.9,3.2,1.6,0.1,1.2,69.2,23.6,4.0,2.0,0.2,1.0,86.3,305,26.0,280,29.9,281,54034,271,62255,250,48.3,no,68.93787575150301,116.41944203797276,20.18268774250441,4.0,0.1940349113187031,143.2213801780875,27.768804447740035,5.0,0.2319502797542406,0.5168321788548564,767014.0,9.34628004691699,39.83304381393553,2.110150995501314,35.53405193532582,7.613988983415735,84.87743678826482,84.71337579617835,15.122563211735184,5.398423232818137,9.11602885375382,41.601879040620666,1.9951423114351283,35.50977032661097,6.731169893758331,86.35873337713849,86.22767822098545,13.641266622861506,4.914954417668048,0.7419085620815395,10712034.0,GA,691627000000.0,755698000000.0,575292000000.0,591257000000.0,70547.0,55196.0,64565.0,53705.0
R,Barry,Loudermilk,2014-01-01,1963,M,White,Christian,No,Won,116,Air Force,Yes,11,GA,1963-12-22,rep,,RepLoudermilk,2914163523.0,412624,1963.0,59.0,0.7182649546875979,Yes,9,Right Centrist,74.1,16.4,5.6,2.3,0.1,1.4,71.5,14.6,9.4,2.8,0.2,1.4,90.7,138,41.3,73,43.7,104,73492,92,80481,104,41.7,no,74.17417417417418,209.9876077063316,50.01788660894661,5.0,0.284140612344079,143.2213801780875,27.768804447740035,5.0,0.2319502797542406,0.8868978933579869,871815.0,6.888528155008634,53.56075810965971,1.6263480567577198,32.06007132784923,3.765878974121574,92.61412608156714,92.5093575925176,7.385873918432859,1.993646887553564,9.11602885375382,41.601879040620666,1.9951423114351283,35.50977032661097,6.731169893758331,86.35873337713849,86.22767822098545,13.641266622861506,4.914954417668048,0.7419085620815395,10712034.0,GA,691627000000.0,755698000000.0,575292000000.0,591257000000.0,70547.0,55196.0,64565.0,53705.0
R,Rick,Allen,2014-01-01,1951,M,White,Christian,No,Won,116,no,No,12,GA,1951-11-07,rep,,RepRickAllen,2964287128.0,412625,1951.0,71.0,0.8183208617670182,Yes,9,Far Right,59.1,34.5,3.7,1.3,0.2,1.1,60.0,32.5,4.5,1.7,0.2,1.1,83.8,357,21.1,365,24.5,366,44547,396,52926,376,44.7,no,59.15915915915917,161.5520249301271,45.69773267284543,4.0,0.2436014760147601,143.2213801780875,27.768804447740035,5.0,0.2319502797542406,0.6057690059645702,727128.0,12.46032575069706,31.200231416380745,2.273183823352163,36.45169584816514,9.88622027946742,80.23880884846245,80.11225301524296,19.761191151537552,7.601787048717969,9.11602885375382,41.601879040620666,1.9951423114351283,35.50977032661097,6.731169893758331,86.35873337713849,86.22767822098545,13.641266622861506,4.914954417668048,0.7419085620815395,10712034.0,GA,691627000000.0,755698000000.0,575292000000.0,591257000000.0,70547.0,55196.0,64565.0,53705.0
Democratic,David,Scott,2002-01-01,1946,M,Black,Christian,No,Won,116,no,No,13,GA,1945-06-27,rep,,RepDavidScott,168673083.0,400363,1945.0,78.0,0.31691050238419,Yes,21,Left Centrist,30.7,59.8,5.5,2.3,0.1,1.6,34.7,52.4,8.6,2.6,0.2,1.4,88.6,237,28.9,230,27.1,316,57839,220,62383,248,22.4,no,30.700000000000006,224.4191902419676,61.528709017640736,5.0,0.2563714902807775,143.2213801780875,27.768804447740035,5.0,0.2319502797542406,0.9410736967946004,803021.0,7.861282580672207,40.478461210615855,1.949687512008692,41.28160250968556,5.516836622404813,89.72195730320593,89.62134630097363,10.278042696794072,2.8115185623805683,9.11602885375382,41.601879040620666,1.9951423114351283,35.50977032661097,6.731169893758331,86.35873337713849,86.22767822098545,13.641266622861506,4.914954417668048,0.7419085620815395,10712034.0,GA,691627000000.0,755698000000.0,575292000000.0,591257000000.0,70547.0,55196.0,64565.0,53705.0
Democratic,Ed,Case,2002-01-01,1952,M,White,Christian,No,Open - Ran for governor,116,no,No,1,HI,1952-09-27,rep,,RepEdCase,1.0813505745898332e+18,400069,1952.0,70.0,0.3270834109618367,Yes,21,Left Centrist,18.6,2.3,7.5,55.9,0.1,15.6,18.3,1.8,5.7,61.0,0.2,13.1,91.1,114,35.4,127,50.0,64,81842,59,86689,76,9.3,no,18.600000000000005,223.3540026954178,37.7622727473936,5.5,0.3415507975774119,194.77980842297137,25.16771085150716,5.0,0.2858619464452986,0.9946489029074032,764704.0,5.880168071128445,56.75534507974093,2.917256695374949,26.91382098722443,4.63433696249352,89.73891713288607,89.54933413809381,10.26108286711393,2.70948920924546,6.607888999671832,54.32419269543261,3.009533603810933,27.74318423621432,5.017631209854248,88.91731621005282,88.67526593131876,11.08268378994718,3.055518976281999,0.860765931010406,1455119.0,HI,91096000000.0,98219000000.0,74547000000.0,75418000000.0,67499.0,51829.0,62604.0,51231.0
Democratic,Tulsi,Gabbard,2012-01-01,1981,F,Other,Hindu,No,Won,116,Army NG,Yes,2,HI,1981-04-12,rep,,,,412532,1981.0,42.0,0.3471327869136075,No,11,Left Centrist,33.3,1.7,9.4,35.9,0.2,19.5,33.0,1.2,8.7,38.0,0.3,18.8,92.6,57,29.4,217,43.4,107,74621,83,73954,149,18.9,no,33.3,186.8003982748828,20.0807834186016,5.0,0.2519234768143065,194.77980842297137,25.16771085150716,5.0,0.2858619464452986,0.7124772781587886,690416.0,7.463025855758783,51.46737227837109,3.117967183599984,28.717759864697136,5.468036062577574,87.95186200562853,87.64815799882702,12.048137994371473,3.462134748193916,6.607888999671832,54.32419269543261,3.009533603810933,27.74318423621432,5.017631209854248,88.91731621005282,88.67526593131876,11.08268378994718,3.055518976281999,0.860765931010406,1455119.0,HI,91096000000.0,98219000000.0,74547000000.0,75418000000.0,67499.0,51829.0,62604.0,51231.0
R,Russ,Fulcher,2018-01-01,1965,M,White,Christian,No,Open - Ran for governor,116,no,No,1,ID,1973-07-19,rep,,RepRussFulcher,1.0787418995722404e+18,412773,1973.0,50.0,0.651049612131537,Yes,5,Right Centrist,88.7,0.4,7.0,1.1,1.2,1.6,87.9,0.4,7.9,1.2,1.2,1.4,90.7,134,25.2,294,26.5,326,53779,275,54859,352,65.1,canada_border,88.7,55.5906862745098,5.296747967479675,6.0,0.1117369864104337,61.14155290197186,6.117736899951021,5.0,0.1106168873177888,0.7083829842976185,946609.0,7.7755566481289025,40.53322813225895,1.767319168479717,39.79662434089858,6.15632369349981,88.56968737027736,88.10540912128644,11.43031262972264,3.506669767743113,8.15561380595311,39.47672064469185,1.6545041054352492,40.41486663804888,6.161958431136156,88.42760459954881,88.04720108869384,11.572395400451189,3.755932863879781,0.6943641032866046,1838342.0,ID,96283000000.0,109546000000.0,80094000000.0,84003000000.0,59590.0,45695.0,52375.0,43569.0
R,Mike,Simpson,1998-01-01,1950,M,White,Christian,No,Won,116,no,No,2,ID,1950-09-08,rep,,CongMikeSimpson,76132891.0,400376,1950.0,73.0,0.5465186273392991,Yes,25,Centrist,87.3,0.7,8.4,1.1,1.1,1.5,85.4,0.6,10.1,1.6,1.1,1.2,90.4,148,28.9,229,31.4,251,52323,307,54271,357,59.9,canada_border,87.21278721278722,72.62256038779148,7.349765673806337,5.0,0.1095380958314562,61.14155290197186,6.117736899951021,5.0,0.1106168873177888,0.6794825356917373,891734.0,8.56250413689416,38.34562056564345,1.5337239612061766,41.076758692205615,6.167990998118304,88.27549035985463,87.98488339474324,11.724509640145367,4.022794680820886,8.15561380595311,39.47672064469185,1.6545041054352492,40.41486663804888,6.161958431136156,88.42760459954881,88.04720108869384,11.572395400451189,3.755932863879781,0.6943641032866046,1838342.0,ID,96283000000.0,109546000000.0,80094000000.0,84003000000.0,59590.0,45695.0,52375.0,43569.0
Democratic,Bobby,Rush,1992-01-01,1946,M,Black,Christian,No,Won,116,Army,Yes,1,IL,1946-11-23,rep,,,,400350,1946.0,76.0,0.2058341536137032,Yes,31,Left Centrist,37.5,53.1,6.9,1.3,0.1,1.1,37.4,52.1,7.4,2.0,0.1,1.0,89.3,207,28.5,235,36.8,178,52946,294,78963,114,23.7,no,37.50000000000001,188.2891143629572,16.365059064228596,7.0,0.2477557877053913,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.9908707834052376,677058.0,11.600654863424513,41.18042550928546,2.201617406300212,31.92003373078428,6.486338652515943,84.87280683428233,84.70111410349425,15.127193165717673,6.439237106901516,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Robin,Kelly,2013-01-01,1956,F,Black,Christian,No,Won,116,no,No,2,IL,1956-04-30,rep,,RepRobinKelly,1339931490.0,412595,1956.0,67.0,0.2640667100992828,Yes,10,Left Centrist,31.5,57.7,9.1,0.6,0.1,1.0,33.4,53.5,11.1,0.7,0.2,1.1,87.9,265,22.6,341,25.4,350,49393,349,61397,260,23.5,no,31.500000000000007,161.83651302213866,7.948973087146818,6.0,0.2051187519403911,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.9273535039166226,722307.0,12.697538340313145,34.62812449840219,2.00383767929842,37.537391837270725,6.938830602209219,85.02721396156484,84.86305467598605,14.97278603843516,6.030117756927522,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Dan,Lipinski,2004-01-01,1966,M,White,Christian,No,Won,116,no,No,3,IL,1966-07-15,rep,,,,400630,1966.0,57.0,0.4102475053330366,Yes,19,Centrist,66.5,5.5,23.5,3.7,0.1,0.7,66.4,4.6,24.4,3.7,0.1,0.8,85.8,324,27.7,249,32.8,230,66819,141,73357,160,44.7,no,66.5,178.46344352892356,16.33686803946804,7.0,0.2371950031995103,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.99724161257778,685909.0,7.477116202439545,46.18491864700201,2.337513537925007,31.914795749823327,7.50178763334072,85.83525338395856,85.57683059926488,14.164746616041448,4.32544544477572,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Mike,Quigley,2008-01-01,1959,M,White,Christian,No,Won,116,no,No,5,IL,1958-10-17,rep,,RepMikeQuigley,56864092.0,412331,1958.0,64.0,0.2590384253070184,Yes,15,Left Centrist,73.6,3.0,15.3,6.5,0.1,1.6,73.3,2.5,16.1,6.7,0.1,1.3,91.9,89,54.5,17,60.5,26,82907,53,88155,67,29.0,no,73.52647352647354,217.0853112863739,49.88057794462965,8.0,0.2726656307388049,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,1.0,730863.0,6.319709851025661,55.46174245378676,2.670748511556561,27.038322543743337,5.1978524816057,88.99299326625588,88.81977484855575,11.007006733744118,3.138405740581858,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Sean,Casten,2018-01-01,1971,M,White,Unknown,No,Lost,116,no,No,6,IL,1971-11-23,rep,,RepCasten,1.0834722860893962e+18,412775,1971.0,51.0,0.2601626138047899,No,5,Left Centrist,82.3,2.5,6.4,7.7,0.1,0.9,81.6,2.3,7.4,7.7,0.1,0.9,94.8,10,52.3,24,53.6,44,100088,18,103305,29,38.2,no,82.38238238238237,169.13753528562052,16.852125973308492,7.0,0.1664863432621608,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.9845911774756232,755023.0,4.66439830267928,65.6195543994165,1.5726445363447243,23.460320996259718,3.059776301464855,93.87721372084752,93.7442736983555,6.122786279152489,1.49036544134291,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Danny,Davis,1996-01-01,1941,M,Black,Christian,No,Won,116,no,No,7,IL,1941-09-06,rep,,RepDannyDavis,789244177.0,400093,1941.0,82.0,0.1902084692911183,Yes,27,Far Left,33.3,49.4,10.5,5.5,0.1,1.2,30.4,50.0,11.5,6.7,0.1,1.3,86.2,309,41.8,66,75.0,4,56880,236,103586,27,8.3,no,33.300000000000004,176.02555311849866,30.80267953848206,7.0,0.2688084522327555,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,1.0,667392.0,11.960881270259875,46.29278611065326,2.95073072908082,26.45905444755783,5.722213065216197,84.86827646832592,84.71272182847096,15.131723531674083,6.458779737377067,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Raja,Krishnamoorthi,2016-01-01,1973,M,Asian,Hindu,No,Won,116,no,No,8,IL,1973-07-19,rep,,CongressmanRaja,8.141790319564882e+17,412701,1973.0,50.0,0.3365694259203516,No,7,Left Centrist,65.7,4.8,16.9,11.3,0.1,1.1,60.6,4.0,22.1,12.0,0.1,1.1,85.9,319,33.6,149,35.6,191,70952,107,75677,136,42.3,no,65.76576576576578,169.5111005636004,13.037730915632515,8.0,0.181406886222874,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.9998945384273747,673232.0,6.2675044146030965,52.75717629666132,1.6746745513531274,32.840129768798,4.476612870108004,92.07096217814464,91.86481048006242,7.929037821855365,1.7777504003942342,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Jan,Schakowsky,1998-01-01,1944,F,White,Jewish,No,Won,116,no,No,9,IL,1944-05-26,rep,,JanSchakowsky,24195214.0,400360,1944.0,79.0,0.0607104787332853,No,25,Far Left,71.0,8.5,8.2,10.5,0.1,1.7,68.0,8.5,9.6,12.1,0.1,1.7,91.6,98,53.7,21,59.5,27,72003,103,83213,90,28.8,no,71.0,265.10158951259126,32.502278341218684,7.0,0.3751954290912191,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,1.0,796006.0,7.834750223926331,51.216744975407394,1.942580574194258,29.28076433521379,5.462545374546254,88.51768625170891,88.3322595345475,11.482313748291087,4.077187799550576,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Brad,Schneider,2016-01-01,1961,M,White,Jewish,No,Won,116,no,No,10,IL,1961-08-20,rep,,RepSchneider,1071840474.0,412534,1961.0,62.0,0.3487495320691215,No,7,Left Centrist,69.5,7.3,13.3,8.4,0.2,1.4,64.9,6.3,18.1,9.3,0.1,1.3,89.4,204,45.1,48,52.5,51,81290,60,93224,55,33.0,no,69.43056943056942,166.41098205584566,12.113491996806662,7.0,0.1549585988476361,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.994541902350462,781592.0,6.273565218621563,56.51231227407455,1.6698145908052318,28.78369870475301,4.082397798575299,91.73440009054704,91.56957619744912,8.265599909452968,2.5133875200724374,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Bill,Foster,2008-01-01,1955,M,White,Unknown,No,Won,116,no,No,11,IL,1955-10-07,rep,,RepBillFoster,1080509366.0,412257,1955.0,67.0,0.3100631833533586,No,15,Left Centrist,62.7,12.4,17.2,6.2,0.1,1.4,59.8,10.4,21.8,6.8,0.1,1.0,86.6,301,35.2,132,41.5,123,75202,80,83247,89,36.7,no,62.69999999999999,179.60571305030254,22.209217590297744,7.0,0.1957070905182558,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.9980696320588568,691579.0,5.61722137866928,56.41280162859462,1.6841148933127517,29.49009678192731,4.388625074132181,91.67448296747438,91.5201197891912,8.325517032525626,2.2527770650806933,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
R,Mike,Bost,2014-01-01,1960,M,White,Christian,No,Won,116,Marine Corps,Yes,12,IL,1960-12-30,rep,,RepBost,2964877294.0,412629,1960.0,62.0,0.7393788396134043,Yes,9,Right Centrist,79.4,16.1,2.3,0.8,0.2,1.2,79.7,15.5,2.4,1.1,0.2,1.0,89.5,197,22.8,337,24.0,374,49322,350,53969,363,60.3,no,79.4,97.38527384979966,7.359457707520423,6.0,0.1111202163402442,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.6933565007712629,676813.0,10.834893545302329,35.5955490908025,2.0034220852736757,36.36606786280882,8.450791952603751,83.19184561778899,82.79651049891366,16.80815438221102,6.353940344333591,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
R,Rodney,Davis,2012-01-01,1970,M,White,Christian,No,Won,116,no,No,13,IL,1970-01-05,rep,,,,412536,1970.0,53.0,0.7156394338928803,Yes,11,Right Centrist,83.4,10.3,2.5,2.0,0.2,1.6,83.5,9.1,2.5,3.5,0.2,1.2,91.9,88,30.4,201,30.2,273,51647,318,55902,336,58.2,no,83.4,82.32672869914249,13.997793055555556,7.0,0.14860538273331,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.7655444330547787,711172.0,10.95761123801447,36.844300975256125,2.2705822812512824,35.63275383331737,7.924126988469273,83.68224158448344,83.43466604658796,16.317758415516558,6.123049145796003,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Lauren,Underwood,2018-01-01,1986,F,Black,Christian,No,Lost,116,no,No,14,IL,1986-10-04,rep,,RepUnderwood,1.0805394385084006e+18,412776,1986.0,36.0,0.297891537721708,Yes,5,Left Centrist,84.3,3.0,8.1,3.6,0.1,0.9,83.5,2.4,9.4,3.8,0.1,0.8,93.6,28,40.8,77,42.0,120,93276,31,94677,47,48.9,no,84.30000000000001,165.3117526362962,16.832654320386354,7.0,0.1709616533722838,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.8845106651184051,704447.0,4.890746617407917,62.66360378281944,1.3609308640805822,26.24252040606893,3.112221538072909,93.97882821010752,93.79687080629628,6.021171789892484,1.5480193877389918,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
R,John,Shimkus,1996-01-01,1958,M,White,Christian,No,Won,116,Army,Yes,15,IL,1958-02-21,rep,,,,400373,1958.0,65.0,0.5987765597205177,Yes,27,Centrist,92.5,4.2,1.8,0.5,0.2,0.8,92.8,3.9,1.9,0.5,0.2,0.7,89.5,202,19.6,398,20.0,419,52661,300,53607,368,74.0,no,92.5,96.8950445218738,8.691010238365319,6.0,0.1029771007527159,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.4013941593174051,662765.0,8.989197969081884,35.646702029782254,2.640117826569286,37.07107077545179,9.127394298738816,82.18365345661202,81.70697077431592,17.81634654338797,6.048834418079866,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
R,Adam,Kinzinger,2010-01-01,1978,M,White,Christian,No,Won,116,Air Force,Yes,16,IL,1978-02-27,rep,,,,412421,1978.0,45.0,0.6570255951314048,Yes,13,Right Centrist,88.2,3.6,5.9,1.1,0.2,1.1,88.0,3.2,6.5,1.4,0.2,0.7,90.5,144,22.4,345,22.9,394,60203,194,61700,257,68.0,no,88.11188811188812,60.18736137649408,5.002942978872776,7.0,0.122050482746677,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.6617347788832294,672225.0,8.20017025872576,41.33086820699561,2.0682309968385884,36.72038191957338,7.117864790570517,86.56418641455375,86.25142038529474,13.435813585446256,4.24971779803715,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Cheri,Bustos,2012-01-01,1961,F,White,Christian,No,Won,116,no,No,17,IL,1961-10-17,rep,,,,412537,1961.0,61.0,0.3689466232195875,Yes,11,Left Centrist,81.9,10.3,5.6,0.7,0.2,1.2,81.7,9.6,6.4,1.0,0.2,1.1,87.9,264,19.1,401,20.6,412,48304,361,51852,388,65.0,no,81.98198198198199,95.05978148997468,7.809813762012741,7.0,0.1889217491583431,104.47135968570122,9.385105654068154,7.0,0.1693346221053998,0.7003231983815585,694002.0,11.04927906299005,31.979697192578303,2.2290761736910034,39.77053525583203,8.280367476651078,83.11661277564218,82.79951151140038,16.88338722435782,6.373943574015738,8.440608172122746,46.34682751317428,2.117864635234448,32.132332464344096,6.289296950316301,87.14894521554591,86.91976814964111,12.85105478445409,4.443893198903341,0.8696940490117563,12812478.0,IL,945674000000.0,1033310000000.0,780061000000.0,797969000000.0,80649.0,62281.0,73809.0,60883.0
Democratic,Pete,Visclosky,1984-01-01,1949,M,White,Christian,No,Won,116,no,No,1,IN,1949-08-13,rep,,,,400417,1949.0,74.0,0.3427330160057082,Yes,39,Left Centrist,67.6,18.0,12.1,1.0,0.2,1.1,67.8,18.2,11.7,1.2,0.2,0.9,89.2,208,23.1,333,26.1,336,56590,243,64776,225,49.9,no,67.60000000000001,152.5348870404631,19.259219277966167,8.0,0.1502965302942923,138.41641827427085,23.364425171410105,7.0,0.1595574872148885,0.8986255076367572,726160.0,9.076095577314089,41.03926629847001,1.7679207463913365,35.40744372503497,7.652818434827751,85.78236982133329,85.52280560081907,14.217630178666704,4.796890997447618,8.798059636216108,38.66459289842412,2.078852253926541,37.75496158203249,7.747003833217482,85.50553439123985,85.21761411667272,14.494465608760157,4.668609521616136,0.712711523701619,6785529.0,IN,412975000000.0,455750000000.0,346241000000.0,352956000000.0,67165.0,52016.0,60861.0,51026.0
